ID,COEFFICIENT,PTT,TIMESTAMP
C0501RDC003,-0.006364505707083872,PTT011,2021-01-24 18:00:00
C10PTT111,-0.008635089843553332,PTT011,2021-01-24 18:00:00
C1101ACH001,-0.006105648080240954,PTT011,2021-01-24 18:00:00
C1101STA012,-0.00736880427787686,PTT011,2021-01-24 18:00:00
C1103STA120,-0.009432635472700665,PTT011,2021-01-24 18:00:00
C1201ACH011,-0.008629878973747203,PTT011,2021-01-24 18:00:00
C1201STA012,-0.01997952238888159,PTT011,2021-01-24 18:00:00
C1203ACH113,-0.01629419430518367,PTT011,2021-01-24 18:00:00
SCS111,-0.0016304313711834788,PTT011,2021-01-24 18:00:00
SCS112,-0.009600766247405898,PTT011,2021-01-24 18:00:00
SCS113,-0.001571570544168303,PTT011,2021-01-24 18:00:00
SCS116,-0.0029752349645346936,PTT011,2021-01-24 18:00:00
SCSM11,-0.0023755691887432932,PTT011,2021-01-24 18:00:00
C10PTT112,-0.013906586664154187,PTT011,2021-01-24 18:00:00
C1102ACL090,-0.4848733695613203,PTT011,2021-01-24 18:00:00
C1102RDC086,-0.07341880038069282,PTT011,2021-01-24 18:00:00
C1102STA065,-0.03352963951465515,PTT011,2021-01-24 18:00:00
C1102STA077,-0.003673663237380059,PTT011,2021-01-24 18:00:00
C1102STA097,-0.011879674283800844,PTT011,2021-01-24 18:00:00
C11PTT122,-0.005074318994543009,PTT011,2021-01-24 18:00:00
SCS122,-0.004036084203277763,PTT011,2021-01-24 18:00:00
SCS123,-0.0018690564921851217,PTT011,2021-01-24 18:00:00
C1104ACH133,-0.032732722047556354,PTT011,2021-01-24 18:00:00
C1104ACH167,-0.006104081341243737,PTT011,2021-01-24 18:00:00
C1104STA130,-0.019299794573108806,PTT011,2021-01-24 18:00:00
C1104STA180,-0.025400011239972098,PTT011,2021-01-24 18:00:00
C1104STA181,-0.012230420465273796,PTT011,2021-01-24 18:00:00
C1104STA187,-0.023638027413470528,PTT011,2021-01-24 18:00:00
C1002STA082,-0.05021549113266482,PTT011,2021-01-24 18:00:00
C1104STA197,-0.006264965960523809,PTT011,2021-01-24 18:00:00
C1002STA081,-0.009192513965066084,PTT011,2021-01-24 18:00:00
C1002STA077,-0.020907764976794745,PTT011,2021-01-24 18:00:00
C0903ACH111,-0.013813279047545333,PTT011,2021-01-24 18:00:00
C0903ACH114,-0.0264857520978417,PTT011,2021-01-24 18:00:00
C0903STA112,-0.008005168228284187,PTT011,2021-01-24 18:00:00
SCS074,-0.00656101105159973,PTT011,2021-01-24 18:00:00
C0803STA105,-0.003284936473256475,PTT011,2021-01-24 18:00:00
C0804STA126,-0.0064630345885935215,PTT011,2021-01-24 18:00:00
C0804STA130,-0.010572642848036669,PTT011,2021-01-24 18:00:00
C0804STA134,-0.018698483678131945,PTT011,2021-01-24 18:00:00
C0804STA171,-0.02468546826884837,PTT011,2021-01-24 18:00:00
C0804STA177,-0.0018689888107875354,PTT011,2021-01-24 18:00:00
C0804STA181,-0.04265454532735519,PTT011,2021-01-24 18:00:00
C0804STA187,-0.006632980596342383,PTT011,2021-01-24 18:00:00
C0804RDC148,-5.098499138293488e-15,PTT011,2021-01-24 18:00:00
C09,-0.014548568120231488,PTT011,2021-01-24 18:00:00
C0901STA005,-0.00824044074572361,PTT011,2021-01-24 18:00:00
C0902STA061,-0.023991918390241833,PTT011,2021-01-24 18:00:00
SCSM09,-0.0029917837454964133,PTT011,2021-01-24 18:00:00
C0902RDC084,-0.10098555665925787,PTT011,2021-01-24 18:00:00
C0904RDC202,-0.04363053927348284,PTT011,2021-01-24 18:00:00
C0904STA141,-0.01711212022540025,PTT011,2021-01-24 18:00:00
C0904STA197,-0.012924084744109257,PTT011,2021-01-24 18:00:00
C1001STA002,-0.013643735660213438,PTT011,2021-01-24 18:00:00
C1001STA228,-0.012733746617956298,PTT011,2021-01-24 18:00:00
C1002ACH033,-0.021446650982558074,PTT011,2021-01-24 18:00:00
C1002ACH043,-0.03245458280833762,PTT011,2021-01-24 18:00:00
C1002STA065,-0.09475967440169351,PTT011,2021-01-24 18:00:00
C1002STA068,-0.0906662858867431,PTT011,2021-01-24 18:00:00
C1002STA080,-0.07656043437476964,PTT011,2021-01-24 18:00:00
C0901STA015,-0.009446758625849575,PTT011,2021-01-24 18:00:00
C11PTT131,-0.0028678362203495176,PTT011,2021-01-24 18:00:00
C11PTT132,-0.008841661246123669,PTT011,2021-01-24 18:00:00
C13PTT172,-0.004025416515508759,PTT011,2021-01-24 18:00:00
C1304ACH123,-0.01796123309891011,PTT011,2021-01-24 18:00:00
C1304ACH155,-0.0024396463049620207,PTT011,2021-01-24 18:00:00
C1304ACL190,-0.03293652736057395,PTT011,2021-01-24 18:00:00
C1304STA126,-0.026949037073187576,PTT011,2021-01-24 18:00:00
C1304STA132,-0.008942477010295644,PTT011,2021-01-24 18:00:00
C1304STA182,-0.009600401580925715,PTT011,2021-01-24 18:00:00
C1304STA191,-0.006727441423065909,PTT011,2021-01-24 18:00:00
SCS182,-0.0026022479867974374,PTT011,2021-01-24 18:00:00
C14,-0.017833064975474697,PTT011,2021-01-24 18:00:00
C1401RDC007,-0.07394400071251349,PTT011,2021-01-24 18:00:00
C1401STA005,-0.01931072313220589,PTT011,2021-01-24 18:00:00
C1402STA026,-0.024391609218672634,PTT011,2021-01-24 18:00:00
C1402STA044,-0.019176622649834274,PTT011,2021-01-24 18:00:00
C1402STA089,-0.011003709987971885,PTT011,2021-01-24 18:00:00
SCSM19,-0.002647511677925182,PTT011,2021-01-24 18:00:00
C1402RDC086,-0.07751929043807851,PTT011,2021-01-24 18:00:00
C14PTT192,-0.002610102630417836,PTT011,2021-01-24 18:00:00
C1403RDC103,-0.005718002690184732,PTT011,2021-01-24 18:00:00
C1403STA105,-0.00624214625049699,PTT011,2021-01-24 18:00:00
C1404ACH125,-0.011798869596561068,PTT011,2021-01-24 18:00:00
C1404RDC196,-0.9340465159807575,PTT011,2021-01-24 18:00:00
C1404STA166,-0.0584989600746971,PTT011,2021-01-24 18:00:00
C1404STA177,-0.009892597805068314,PTT011,2021-01-24 18:00:00
SCSM20,-0.0029239079784432655,PTT011,2021-01-24 18:00:00
C11PTT121,-0.004119599764627984,PTT011,2021-01-24 18:00:00
C06PTT032,-0.002907309751595469,PTT011,2021-01-24 18:00:00
SCS171,-0.003530394577220494,PTT011,2021-01-24 18:00:00
SCS134,-0.004425733903592721,PTT011,2021-01-24 18:00:00
C1403STA115,-0.005085946298150247,PTT011,2021-01-24 18:00:00
C1401ACH001,-0.010757291002927001,PTT011,2021-01-24 18:00:00
C1201STA005,-0.009403743233989023,PTT011,2021-01-24 18:00:00
C1202STA030,-0.0062210707430273675,PTT011,2021-01-24 18:00:00
C1202STA034,-0.004559477482702339,PTT011,2021-01-24 18:00:00
C1202STA074,-0.022408309610713023,PTT011,2021-01-24 18:00:00
C1202STA077,-0.004942235253196336,PTT011,2021-01-24 18:00:00
SCSM14,-0.0023782819170647955,PTT011,2021-01-24 18:00:00
C1202RDC084,-0.08780023111861013,PTT011,2021-01-24 18:00:00
C12PTT142,-0.0031322476788101187,PTT011,2021-01-24 18:00:00
C1203STA105,-0.03137876248312492,PTT011,2021-01-24 18:00:00
C1204ACL128,-0.008433798631443442,PTT011,2021-01-24 18:00:00
C1204RDC136,-0.03594919201452327,PTT011,2021-01-24 18:00:00
C1204RDC194,-0.08111291208388698,PTT011,2021-01-24 18:00:00
C1204STA130,-0.017236241799198915,PTT011,2021-01-24 18:00:00
C1204STA132,-0.004672183481437993,PTT011,2021-01-24 18:00:00
C1204STA156,-0.01625893081188555,PTT011,2021-01-24 18:00:00
C1204RDC150,-0.10948021442467919,PTT011,2021-01-24 18:00:00
C12PTT152,-0.005101239846289232,PTT011,2021-01-24 18:00:00
