ID,COEFFICIENT,PTT,TIMESTAMP
C0501RDC003,-0.0025891063740558257,PTT011,2021-01-24 18:00:00
C1003RDC101,-0.01518809230018289,PTT011,2021-01-24 18:00:00
C10PTT111,-0.00776632922118597,PTT011,2021-01-24 18:00:00
C1101ACH001,-0.009356664922002005,PTT011,2021-01-24 18:00:00
C1101ACH019,-0.009898596397978616,PTT011,2021-01-24 18:00:00
C1101STA012,-0.0066808557067124285,PTT011,2021-01-24 18:00:00
C1103STA120,-0.007561157863851611,PTT011,2021-01-24 18:00:00
C1201STA012,-0.026331101402518153,PTT011,2021-01-24 18:00:00
C1201STA020,-0.008322260684855903,PTT011,2021-01-24 18:00:00
SCS111,-0.0022105039378773838,PTT011,2021-01-24 18:00:00
SCS112,-0.005978853552594705,PTT011,2021-01-24 18:00:00
SCS113,-0.0016470155746597828,PTT011,2021-01-24 18:00:00
SCS115,-0.001209402143157563,PTT011,2021-01-24 18:00:00
SCSM11,-0.002106680233006024,PTT011,2021-01-24 18:00:00
C10PTT112,-0.010123798261440997,PTT011,2021-01-24 18:00:00
C1002STA097,-0.005923981815841504,PTT011,2021-01-24 18:00:00
C1102ACL028,-0.010587676434809958,PTT011,2021-01-24 18:00:00
C1102STA026,-0.0037430016256346605,PTT011,2021-01-24 18:00:00
C1102STA032,-0.03388036973212997,PTT011,2021-01-24 18:00:00
C1102STA068,-0.01005894111333417,PTT011,2021-01-24 18:00:00
C1102STA077,-0.003784036875333544,PTT011,2021-01-24 18:00:00
C1102STA089,-0.022069465129178723,PTT011,2021-01-24 18:00:00
C11PTT122,-0.003967126994593149,PTT011,2021-01-24 18:00:00
SCS121,-0.0010254424632735837,PTT011,2021-01-24 18:00:00
SCS122,-0.0038953122506093936,PTT011,2021-01-24 18:00:00
SCS123,-0.0020246854191162725,PTT011,2021-01-24 18:00:00
C1104ACH133,-0.032673934920969,PTT011,2021-01-24 18:00:00
C1104ACH167,-0.004839830125458856,PTT011,2021-01-24 18:00:00
C1104ACH179,-0.025657839201560482,PTT011,2021-01-24 18:00:00
C1104STA180,-0.017755401818770673,PTT011,2021-01-24 18:00:00
C1104STA181,-0.009885020705388554,PTT011,2021-01-24 18:00:00
C1102ACL054,-0.02205264201431138,PTT011,2021-01-24 18:00:00
C1104STA189,-0.015407964254467495,PTT011,2021-01-24 18:00:00
C1002STA091,-0.009450674155451987,PTT011,2021-01-24 18:00:00
C1002STA080,-0.04786382496996513,PTT011,2021-01-24 18:00:00
C0803BCH109,-0.06589339823590673,PTT011,2021-01-24 18:00:00
C0803RDC103,-0.01734201231264307,PTT011,2021-01-24 18:00:00
C0803STA105,-0.0033921336078601575,PTT011,2021-01-24 18:00:00
C0804STA130,-0.010544857383307616,PTT011,2021-01-24 18:00:00
C0804STA132,-0.005576678136479673,PTT011,2021-01-24 18:00:00
C0804STA134,-0.015724385744662252,PTT011,2021-01-24 18:00:00
C0804STA168,-0.016252867249247564,PTT011,2021-01-24 18:00:00
C0804STA171,-0.012506081224514118,PTT011,2021-01-24 18:00:00
C0804STA187,-0.00597193872134911,PTT011,2021-01-24 18:00:00
C0804STA197,-0.006104466766147994,PTT011,2021-01-24 18:00:00
C08PTT082,-0.00030203221331381197,PTT011,2021-01-24 18:00:00
C09 emergency stop monitoring area 07,-0.04303937843551401,PTT011,2021-01-24 18:00:00
C0901STA005,-0.008757242446920622,PTT011,2021-01-24 18:00:00
C0902STA026,-0.009514224037339997,PTT011,2021-01-24 18:00:00
C1002STA082,-0.0340852790880942,PTT011,2021-01-24 18:00:00
C0902STA061,-0.01921047065084177,PTT011,2021-01-24 18:00:00
C0903ACH106,-0.0377980063422885,PTT011,2021-01-24 18:00:00
C0903RDC103,-0.0131449271162597,PTT011,2021-01-24 18:00:00
C0904ACL128,-0.023378633280137916,PTT011,2021-01-24 18:00:00
C0904RDC202,-0.031037973651125397,PTT011,2021-01-24 18:00:00
C0904STA197,-0.012651693093298643,PTT011,2021-01-24 18:00:00
C10 Fire Alarm system alarm,-0.034698557915521816,PTT011,2021-01-24 18:00:00
C1001STA002,-0.006481725256003333,PTT011,2021-01-24 18:00:00
C1002ACH025,-0.04927599444035403,PTT011,2021-01-24 18:00:00
C1002ACH043,-0.036084465984479966,PTT011,2021-01-24 18:00:00
C1002ACH079,-0.013275160825001854,PTT011,2021-01-24 18:00:00
C1002ACL027,-0.02060707391355191,PTT011,2021-01-24 18:00:00
C1002ACL054,-0.07548827022596666,PTT011,2021-01-24 18:00:00
C1002STA057,-0.007549866848708784,PTT011,2021-01-24 18:00:00
C1002STA077,-0.011221616561383665,PTT011,2021-01-24 18:00:00
C0902STA076,-0.025679142979994102,PTT011,2021-01-24 18:00:00
C11PTT131,-0.002243599704772632,PTT011,2021-01-24 18:00:00
SCS135,-0.0013649962565582187,PTT011,2021-01-24 18:00:00
C11PTT132,-0.006838770707737698,PTT011,2021-01-24 18:00:00
C1304ACH155,-0.0023693230193493494,PTT011,2021-01-24 18:00:00
C1304ACH179,-0.006609909251305613,PTT011,2021-01-24 18:00:00
C1304STA130,-0.0073856811041750495,PTT011,2021-01-24 18:00:00
C1304STA132,-0.006294654857527027,PTT011,2021-01-24 18:00:00
C1304STA164,-0.007546318231013146,PTT011,2021-01-24 18:00:00
C1304STA191,-0.003538290984079182,PTT011,2021-01-24 18:00:00
C13PTT181,-0.0011404163005217188,PTT011,2021-01-24 18:00:00
SCS182,-0.000765666735231663,PTT011,2021-01-24 18:00:00
SCS184,-0.0016556675744393138,PTT011,2021-01-24 18:00:00
C1401RDC007,-0.03191364063183456,PTT011,2021-01-24 18:00:00
C1401STA005,-0.018915825587265612,PTT011,2021-01-24 18:00:00
C1402ACH033,-0.02748981092475394,PTT011,2021-01-24 18:00:00
C1402STA077,-0.023205301245260095,PTT011,2021-01-24 18:00:00
C1402STA089,-0.006294037392674373,PTT011,2021-01-24 18:00:00
C13PTT172,-0.0033274505852392,PTT011,2021-01-24 18:00:00
SCSM19,-0.001516987398752475,PTT011,2021-01-24 18:00:00
C1402RDC086,-0.05920880576053571,PTT011,2021-01-24 18:00:00
C14PTT192,-0.0015791225370216846,PTT011,2021-01-24 18:00:00
C1403STA105,-0.007099609376547526,PTT011,2021-01-24 18:00:00
C1404ACH123,-0.00854600148607088,PTT011,2021-01-24 18:00:00
C1404ACH125,-0.008508761215858054,PTT011,2021-01-24 18:00:00
C1404ACH167,-0.01749780114833574,PTT011,2021-01-24 18:00:00
C1404STA130,-0.00959037401333123,PTT011,2021-01-24 18:00:00
C1404STA151,-0.02396727121564227,PTT011,2021-01-24 18:00:00
C1404STA157,-0.014504036524497346,PTT011,2021-01-24 18:00:00
C1404STA177,-0.009106507741161063,PTT011,2021-01-24 18:00:00
SCSM20,-0.002239586794671599,PTT011,2021-01-24 18:00:00
C0602RDC038,-0.02158291217036875,PTT011,2021-01-24 18:00:00
C11PTT121,-0.0032956578047630865,PTT011,2021-01-24 18:00:00
C06PTT032,-0.0018872380095229563,PTT011,2021-01-24 18:00:00
C1402RDC084,-0.2704733619960008,PTT011,2021-01-24 18:00:00
SCS176,-0.0003534959040745244,PTT011,2021-01-24 18:00:00
SCS171,-0.0025396222250917448,PTT011,2021-01-24 18:00:00
C1403STA115,-0.005054443212425175,PTT011,2021-01-24 18:00:00
C1201STA005,-0.006482022683070715,PTT011,2021-01-24 18:00:00
C1202STA030,-0.007795631078084737,PTT011,2021-01-24 18:00:00
C1202STA034,-0.004484826045797025,PTT011,2021-01-24 18:00:00
C1202STA073,-0.04003065035349324,PTT011,2021-01-24 18:00:00
C1202STA074,-0.01897457414016645,PTT011,2021-01-24 18:00:00
C1202STA077,-0.005141623372601701,PTT011,2021-01-24 18:00:00
SCSM14,-0.0015071785196436127,PTT011,2021-01-24 18:00:00
C12PTT142,-0.0023113419651391268,PTT011,2021-01-24 18:00:00
C1204ACH133,-0.019063365653790108,PTT011,2021-01-24 18:00:00
C1204ACL127,-0.013973977868212053,PTT011,2021-01-24 18:00:00
C1204ACL128,-0.007111766113860203,PTT011,2021-01-24 18:00:00
C1204RDC136,-0.017927460278650713,PTT011,2021-01-24 18:00:00
C1204RDC194,-0.03734863728901274,PTT011,2021-01-24 18:00:00
C1204STA130,-0.007231569369495568,PTT011,2021-01-24 18:00:00
C1204STA132,-0.005804892925042475,PTT011,2021-01-24 18:00:00
C1204STA156,-0.016693159162500026,PTT011,2021-01-24 18:00:00
C1204STA191,-0.014689301993548263,PTT011,2021-01-24 18:00:00
C1403STA102,-0.0010295897770382315,PTT011,2021-01-24 18:00:00
C1401ACH001,-0.01250895998614853,PTT011,2021-01-24 18:00:00
C1302STA065,-0.018326586974424654,PTT011,2021-01-24 18:00:00
C1302STA064,-0.011443103777418246,PTT011,2021-01-24 18:00:00
C1302STA057,-0.004249945661414095,PTT011,2021-01-24 18:00:00
C1302STA051,-0.005582588267764903,PTT011,2021-01-24 18:00:00
C0903STA112,-0.004420737847446844,PTT011,2021-01-24 18:00:00
C1302ACL027,-0.022418391763419858,PTT011,2021-01-24 18:00:00
C1301ACH006,-0.02642887685511606,PTT011,2021-01-24 18:00:00
C13 emergency stop monitoring area 14,-0.02778585354061232,PTT011,2021-01-24 18:00:00
C13 Fire Alarm system alarm,-0.02378997047812001,PTT011,2021-01-24 18:00:00
C12PTT152,-0.004684077010707085,PTT011,2021-01-24 18:00:00
C1204RDC150,-0.05534277152980487,PTT011,2021-01-24 18:00:00
SCS151,-0.001690362434192362,PTT011,2021-01-24 18:00:00
C1301RDC003,-0.032779755942420254,PTT011,2021-01-24 18:00:00
C0903ACH114,-0.013461825686042869,PTT011,2021-01-24 18:00:00
C1104STA197,-0.0013154284085128663,PTT011,2021-01-24 18:00:00
C0903ACH111,-0.007660410202755812,PTT011,2021-01-24 18:00:00
C1603BCH101,-0.004161257987935892,PTT011,2021-01-24 18:00:00
C1603BCL015,-0.0663860188538885,PTT011,2021-01-24 18:00:00
C1603BCL076,-0.006989132499367229,PTT011,2021-01-24 18:00:00
C1603RDC035,-0.0006069284157243935,PTT011,2021-01-24 18:00:00
C1603RDC058,-0.0021962515141060444,PTT011,2021-01-24 18:00:00
C1603RDC133,-0.0023555565407542274,PTT011,2021-01-24 18:00:00
C1603RDC145,-0.005920142106651602,PTT011,2021-01-24 18:00:00
C1603RDC173,-0.0012436776455697046,PTT011,2021-01-24 18:00:00
C1603RDC254,-0.000939862637323924,PTT011,2021-01-24 18:00:00
C1603STA253,-0.0014598211495052834,PTT011,2021-01-24 18:00:00
C2301ACH008,-0.0008699057866427444,PTT011,2021-01-24 18:00:00
C2301ACH028,-0.0012256946975254658,PTT011,2021-01-24 18:00:00
C2301ACH083,-0.0032605439441454635,PTT011,2021-01-24 18:00:00
C2301ACH090,-0.001508272506662364,PTT011,2021-01-24 18:00:00
C1603ACH100,-0.00106580314309798,PTT011,2021-01-24 18:00:00
C2301ACH096,-0.009539368804735056,PTT011,2021-01-24 18:00:00
C2301ACL021,-0.0031435900082291395,PTT011,2021-01-24 18:00:00
C2301ACL088,-0.0027821902843509928,PTT011,2021-01-24 18:00:00
