,Alert ID,Alert,Fault ID,Asset Code,Tote Colour,Quadrant,MODULE,Original_timestamp,PTT011,PTT012,PTT021,PTT022,PTT031,PTT032,PTT041,PTT042,PTT051,PTT052,PTT071,PTT072,PTT081,PTT082,PTT091,PTT092,PTT101,PTT102,PTT111,PTT112,PTT121,PTT122,PTT131,PTT132,PTT141,PTT142,PTT151,PTT152,PTT171,PTT172,PTT181,PTT182,PTT191,PTT192,PTT201,PTT202
143,146000.0,C05: C0503STA251 251B13 occupancy sensor fault,3416.0,C0503STA251,Blue,1.0,0,2020-12-09 21:14:06,9.065203765436681,4.316372963467632,3.154101967774052,2.6627215792200087,2.3974532614068265,2.2330784182225187,2.1218273491533144,2.0417818137557817,1.98154834782399,1.9346452192601422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3433,149343.0,C16: C1603STA253 253B12 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 12:22:14,8.922002187356348,4.280730744373521,3.134925055741061,2.648893938497196,2.3860578072982808,2.2230174955012596,2.1125911453943145,2.0330985161618913,1.9732582400452414,1.9266474408070797,1.8893513419221322,1.85885278501072,1.8334620120454013,1.8120037606684636,1.793635983549352,1.7777399669815646,1.7638511298152233,1.7516139884598052,1.7407520029492496,1.7310468775689682,1.722324035605703,1.7144422252265603,1.7072859500992776,1.7007598694339578,1.694784595437088,1.6892934982248637,1.684230247678738,1.6795469015702207,1.6752024035852824,1.671161392399342,1.6673932492583943,1.6638713302127905,1.6605723425976586,1.6574758351416747,1.6545637782871374,1.651820216656255
3434,149083.0,C16: C1603STA253 253B12 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 12:58:09,6.382844613408867,3.7582095777751214,2.9318165574408726,2.5443869782596633,2.323255974927262,2.1814024172965536,2.083107226817144,2.0111705489067058,1.9563393109762568,1.9132124380427216,1.8784335594545567,1.8498108822476196,1.8258543094868012,1.8055164532479655,1.7880401568112916,1.7728648102776987,1.759566662825407,1.7478195880953094,1.7373685834306323,1.7280114377020164,1.719585779007372,1.7119597493947818,1.7050251764907252,1.6986924966373418,1.6928869277086571,1.6875455474204426,1.682615037046735,1.6780499204627337,1.6738111763072798,1.6698651343026572,1.666182590184567,1.6627380904044986,1.6595093498365898,1.656476774538777,1.6536230681280966,1.6509329051840256
3435,149220.0,C16: C1603STA253 253B12 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 12:39:15,4.596209142500757,3.24586797042473,2.703153835425477,2.417693995047773,2.24356788908647,2.1269479519683268,2.0436655025018866,1.98134634590221,1.9330294091835747,1.8945109222702585,1.8631076874941563,1.8370292191559565,1.815036356629329,1.7962449745168556,1.7800077572425927,1.7658401448984788,1.7533723641965084,1.7423174402177,1.7324493161356005,1.7235875477967273,1.715586382188192,1.7083268241045737,1.701710780339787,1.6956566742456443,1.690096117893966,1.6849713562269593,1.680233282347453,1.6758398806074237,1.6717549937957314,1.6679473384590613,1.6643897120572608,1.6610583497783,1.6579323991007542,1.6549934877304153,1.6522253661321176,1.6496136100692411
3436,149006.0,C16: C1603STA253 253B12 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 13:11:00,4.355703245139306,3.1620137910977255,2.662317637798081,2.3939444073806917,2.228165896863369,2.116200315766645,2.035761702176445,1.9753006319220647,1.9282614677381351,1.8906578345500127,1.8599312955861012,1.83436698111984,1.812773661784642,1.7942987551532152,1.7783163745096833,1.764356921046812,1.7520613178097315,1.7411503978996754,1.7314039098749388,1.722645797187572,1.7147336718631536,1.7075511537924168,1.7010022065070292,1.6950068886510932,1.6894981254913315,1.6844192261692608,1.679721953472604,1.6753650080076934,1.6713128267063961,1.6675346222636096,1.6640036090371046,1.6606963745587846,1.6575923657133964,1.6546734659268003,1.6519236451188275,1.6493286682353563
3437,147386.0,C16: C1603STA253 function point external error fault,3438.0,C1603STA253,Blue,0.0,0,2020-12-09 17:41:34,2.641648304645181,2.3817842773654574,2.2202206061521728,2.110626943899624,2.0316472307139244,1.9721441257285435,1.9257662930353943,1.8886376248031478,1.8582632959978658,1.8329671548651978,1.8115826009167895,1.7932733077910048,1.7774244604047915,1.763574206828323,1.7513690192735905,1.7405337883962526,1.7308512841153334,1.7221477364189979,1.7142825130749162,1.707140599903429,1.7006270357773001,1.6946627351002508,1.689181310906775,1.6841266301184437,1.6794509116689198,1.6751132320784548,1.6710783402908316,1.667315709695888,1.663798773818634,1.6605043055111728,1.657411909206472,1.6545036029481313,1.6517634722290644,1.6491773816631814,1.6467327335356963,1.644418264584289
3438,146702.0,C16: C1603STA253 253B12 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 19:28:08,7.868168807101651,4.0846213582878415,3.0617599483489313,2.612049235661961,2.3642039134488324,2.208661786829461,2.102483078357371,2.0256155462192456,1.967505214294523,1.92209204056207,1.885658008552349,1.855799896825539,1.8308975099185685,1.8098199482128787,1.7917545089250628,1.7761025012348657,1.762413376548016,1.750341717006433,1.739618351794815,1.7300304784719427,1.7214076816512671,1.7136119076346947,1.7065301501509593,1.7000690301521515,1.694150722034968,1.6887098521954154,1.6836911099248089,1.6790473870834097,1.6747383150632507,1.6707291035932557,1.6669896112465556,1.663493595517632,1.6602181033101275,1.6571429721303583,1.654250419245477,1.6515247012463934
3439,146445.0,C16: C1603STA253 253B13 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 20:07:35,3.274254983925409,2.7167393766331633,2.425515627521142,2.248607242277814,2.1304484398772936,2.046231137512418,1.9833038058246777,1.9345700390940734,1.8957539108540322,1.864130999055376,1.8378859234975031,1.8157637912084779,1.796870149922251,1.7805506837399148,1.7663159545026785,1.7537927069835975,1.7426914282248231,1.7327841767510095,1.723889085658117,1.7158593118904972,1.708575013918577,1.7019374334762392,1.6958644655399522,1.690287298177648,1.6851478329460226,1.6803966824941794,1.6759916003259812,1.6718962378367823,1.6680791518234626,1.6645130055728063,1.6611739209227363,1.65804094906954,1.655095635515269,1.6523216602030517,1.6497045381223139,1.6472313688657463
3440,146311.0,C16: C1603STA253 253B13 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 20:29:21,2.641648304645181,2.3817842773654574,2.2202206061521728,2.110626943899624,2.0316472307139244,1.9721441257285435,1.9257662930353943,1.8886376248031478,1.8582632959978658,1.8329671548651978,1.8115826009167895,1.7932733077910048,1.7774244604047915,1.763574206828323,1.7513690192735905,1.7405337883962526,1.7308512841153334,1.7221477364189979,1.7142825130749162,1.707140599903429,1.7006270357773001,1.6946627351002508,1.689181310906775,1.6841266301184437,1.6794509116689198,1.6751132320784548,1.6710783402908316,1.667315709695888,1.663798773818634,1.6605043055111728,1.657411909206472,1.6545036029481313,1.6517634722290644,1.6491773816631814,1.6467327335356963,1.644418264584289
3441,146144.0,C16: C1603STA253 253B12 occupancy sensor fault,3416.0,C1603STA253,Blue,0.0,0,2020-12-09 20:57:30,7.15120644684733,3.9355531702088404,3.0037554796319084,2.5822079683996324,2.346276861749823,2.196786174460731,2.0940715043354543,2.019361007896841,1.9626802969637405,1.91826125955221,1.8825453852006775,1.853222373435466,1.8287290393840319,1.8079709900350214,1.790159754042983,1.7747132235369547,1.7611925014572016,1.7492605464601878,1.7386543323092385,1.7291656450224837,1.7206275505656918,1.7129046745633734,1.7058860995194853,1.6994800938902133,1.6936101454131167,1.688211937667768,1.6832310185625383,1.6786209830618903,1.6743420427080735,1.6703598893119629,1.6666447846697863,1.6631708256046327,1.659915346211658,1.6568584283632646,1.6539824982972224,1.6512719921497636
